Label,Text,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,clean_msg,msg_lower,token,spell,no_stopwords,msg_stemmed,msg_lemmatized,msg_n_gram_2,msg_n_gram_3,msg_n_gram_4,msg_string
negative,"sebagai alumni sinovac, kayaknya gue nggak percaya diri dengan booster dari kantor pake moderna sama pfizer dengan efek samping yg lumayan bikin syok karena sinovac gak ada efek samping sama sekali sewaktu itu gue vaksin",,,,,,,sebagai alumni sinovac kayaknya gue nggak percaya diri dengan booster dari kantor pake moderna sama pfizer dengan efek samping yg lumayan bikin syok karena sinovac gak ada efek samping sama sekali sewaktu itu gue vaksin,sebagai alumni sinovac kayaknya gue nggak percaya diri dengan booster dari kantor pake moderna sama pfizer dengan efek samping yg lumayan bikin syok karena sinovac gak ada efek samping sama sekali sewaktu itu gue vaksin,"['sebagai', 'alumni', 'sinovac', 'kayaknya', 'gue', 'nggak', 'percaya', 'diri', 'dengan', 'booster', 'dari', 'kantor', 'pake', 'moderna', 'sama', 'pfizer', 'dengan', 'efek', 'samping', 'yg', 'lumayan', 'bikin', 'syok', 'karena', 'sinovac', 'gak', 'ada', 'efek', 'samping', 'sama', 'sekali', 'sewaktu', 'itu', 'gue', 'vaksin']","['sebagai', 'alumni', 'sinovac', 'sepertinya', 'aku', 'tidak', 'percaya', 'diri', 'dengan', 'booster', 'dari', 'kantor', 'pakai', 'moderna', 'sama', 'pfizer', 'dengan', 'efek', 'samping', 'yang', 'lumayan', 'buat', 'syok', 'karena', 'sinovac', 'tidak', 'ada', 'efek', 'samping', 'sama', 'sekali', 'sewaktu', 'itu', 'aku', 'vaksin']","['alumni', 'sinovac', 'sepertinya', 'percaya', 'diri', 'booster', 'kantor', 'pakai', 'moderna', 'sama', 'pfizer', 'efek', 'samping', 'lumayan', 'buat', 'syok', 'sinovac', 'efek', 'samping', 'sama', 'sekali', 'sewaktu', 'vaksin']","['alumni', 'sinovac', 'seperti', 'percaya', 'diri', 'booster', 'kantor', 'pakai', 'moderna', 'sama', 'pfizer', 'efek', 'samping', 'lumayan', 'buat', 'syok', 'sinovac', 'efek', 'samping', 'sama', 'sekali', 'waktu', 'vaksin']","['alumnus', 'sinovac', 'sepertinya', 'percaya', 'diri', 'booster', 'kantor', 'pakai', 'moderna', 'sama', 'pfizer', 'efek', 'samping', 'lumayan', 'buat', 'syok', 'sinovac', 'efek', 'samping', 'sama', 'sekali', 'sewaktu', 'vaksin']",[],[],[],alumni sinovac seperti percaya diri booster kantor pakai moderna sama pfizer efek samping lumayan buat syok sinovac efek samping sama sekali waktu vaksin
negative,ini efek booster pfizer masih sakit bgt di tangan. masih pegel bgt juga,,,,,,,ini efek booster pfizer masih sakit bgt di tangan masih pegel bgt juga,ini efek booster pfizer masih sakit bgt di tangan masih pegel bgt juga,"['ini', 'efek', 'booster', 'pfizer', 'masih', 'sakit', 'bgt', 'di', 'tangan', 'masih', 'pegel', 'bgt', 'juga']","['ini', 'efek', 'booster', 'pfizer', 'masih', 'sakit', 'sekali', 'di', 'tangan', 'masih', 'pegal', 'sekali', 'juga']","['efek', 'booster', 'pfizer', 'sakit', 'sekali', 'tangan', 'pegal', 'sekali']","['efek', 'booster', 'pfizer', 'sakit', 'sekali', 'tangan', 'pegal', 'sekali']","['efek', 'booster', 'pfizer', 'sakit', 'sekali', 'tangan', 'pegal', 'sekali']",[],[],[],efek booster pfizer sakit sekali tangan pegal sekali
positive,efek pfizer : ngantuk bgt bgt bgt,,,,,,,efek pfizer  ngantuk bgt bgt bgt,efek pfizer  ngantuk bgt bgt bgt,"['efek', 'pfizer', 'ngantuk', 'bgt', 'bgt', 'bgt']","['efek', 'pfizer', 'mengantuk', 'sekali', 'sekali', 'sekali']","['efek', 'pfizer', 'mengantuk', 'sekali', 'sekali', 'sekali']","['efek', 'pfizer', 'antuk', 'sekali', 'sekali', 'sekali']","['efek', 'pfizer', 'mengantuk', 'sekali', 'sekali', 'sekali']",[],[],[],efek pfizer antuk sekali sekali sekali
negative,ga enak banget efek booster pfizer,,,,,,,ga enak banget efek booster pfizer,ga enak banget efek booster pfizer,"['ga', 'enak', 'banget', 'efek', 'booster', 'pfizer']","['tidak', 'enak', 'sekali', 'efek', 'booster', 'pfizer']","['enak', 'sekali', 'efek', 'booster', 'pfizer']","['enak', 'sekali', 'efek', 'booster', 'pfizer']","['enak', 'sekali', 'efek', 'booster', 'pfizer']",[],[],[],enak sekali efek booster pfizer
negative,efek pfizer kemaren baru kerasa sekarang. tadi pagi lengan yang disuntik pegal doang. makin siang badan menghangat dan kerasa pusing,,,,,,,efek pfizer kemaren baru kerasa sekarang tadi pagi lengan yang disuntik pegal doang makin siang badan menghangat dan kerasa pusing,efek pfizer kemaren baru kerasa sekarang tadi pagi lengan yang disuntik pegal doang makin siang badan menghangat dan kerasa pusing,"['efek', 'pfizer', 'kemaren', 'baru', 'kerasa', 'sekarang', 'tadi', 'pagi', 'lengan', 'yang', 'disuntik', 'pegal', 'doang', 'makin', 'siang', 'badan', 'menghangat', 'dan', 'kerasa', 'pusing']","['efek', 'pfizer', 'kemaren', 'baru', 'terasa', 'sekarang', 'tadi', 'pagi', 'lengan', 'yang', 'disuntik', 'pegal', 'saja', 'makin', 'siang', 'badan', 'menghangat', 'dan', 'terasa', 'pusing']","['efek', 'pfizer', 'kemaren', 'baru', 'terasa', 'sekarang', 'tadi', 'pagi', 'lengan', 'disuntik', 'pegal', 'makin', 'siang', 'badan', 'menghangat', 'terasa', 'pusing']","['efek', 'pfizer', 'kemaren', 'baru', 'asa', 'sekarang', 'tadi', 'pagi', 'lengan', 'suntik', 'pegal', 'makin', 'siang', 'badan', 'hangat', 'asa', 'pusing']","['efek', 'pfizer', 'kemaren', 'baru', 'terasa', 'sekarang', 'tadi', 'pagi', 'lengan', 'disuntik', 'pegal', 'makin', 'siang', 'badan', 'menghangat', 'terasa', 'pusing']",[],[],[],efek pfizer kemaren baru asa sekarang tadi pagi lengan suntik pegal makin siang badan hangat asa pusing
positive,selesai vaksin ke- booster pfizer alhamdulillah semoga gak ada efek apa dan sehat,,,,,,,selesai vaksin ke booster pfizer alhamdulillah semoga gak ada efek apa dan sehat,selesai vaksin ke booster pfizer alhamdulillah semoga gak ada efek apa dan sehat,"['selesai', 'vaksin', 'ke', 'booster', 'pfizer', 'alhamdulillah', 'semoga', 'gak', 'ada', 'efek', 'apa', 'dan', 'sehat']","['selesai', 'vaksin', 'ke', 'booster', 'pfizer', 'alhamdulillah', 'semoga', 'tidak', 'ada', 'efek', 'apa', 'dan', 'sehat']","['selesai', 'vaksin', 'booster', 'pfizer', 'alhamdulillah', 'semoga', 'efek', 'apa', 'sehat']","['selesai', 'vaksin', 'booster', 'pfizer', 'alhamdulillah', 'moga', 'efek', 'apa', 'sehat']","['selesai', 'vaksin', 'booster', 'pfizer', 'alhamdulillah', 'semoga', 'efek', 'apa', 'sehat']",[],[],[],selesai vaksin booster pfizer alhamdulillah moga efek apa sehat
negative,"efek vaksin booster pfizer bener bener dah bikin gua panas malem, pusing susah tidur",,,,,,,efek vaksin booster pfizer bener bener dah bikin gua panas malem pusing susah tidur,efek vaksin booster pfizer bener bener dah bikin gua panas malem pusing susah tidur,"['efek', 'vaksin', 'booster', 'pfizer', 'bener', 'bener', 'dah', 'bikin', 'gua', 'panas', 'malem', 'pusing', 'susah', 'tidur']","['efek', 'vaksin', 'booster', 'pfizer', 'benar', 'benar', 'sudah', 'buat', 'aku', 'panas', 'malam', 'pusing', 'susah', 'tidur']","['efek', 'vaksin', 'booster', 'pfizer', 'benar', 'benar', 'buat', 'panas', 'malam', 'pusing', 'susah', 'tidur']","['efek', 'vaksin', 'booster', 'pfizer', 'benar', 'benar', 'buat', 'panas', 'malam', 'pusing', 'susah', 'tidur']","['efek', 'vaksin', 'booster', 'pfizer', 'benar', 'benar', 'buat', 'panas', 'malam', 'pusing', 'susah', 'tidur']",[],[],[],efek vaksin booster pfizer benar benar buat panas malam pusing susah tidur
negative,"review : jam setelah booster mulai ada rasa meriang. entah karena cuaca yang dingin banget ini atau karena udah mulai ada efek samping. oh iya gua make booster pfizer, setengah dosis (. ml)",,,,,,,review  jam setelah booster mulai ada rasa meriang entah karena cuaca yang dingin banget ini atau karena udah mulai ada efek samping oh iya gua make booster pfizer setengah dosis  ml,review  jam setelah booster mulai ada rasa meriang entah karena cuaca yang dingin banget ini atau karena udah mulai ada efek samping oh iya gua make booster pfizer setengah dosis  ml,"['review', 'jam', 'setelah', 'booster', 'mulai', 'ada', 'rasa', 'meriang', 'entah', 'karena', 'cuaca', 'yang', 'dingin', 'banget', 'ini', 'atau', 'karena', 'udah', 'mulai', 'ada', 'efek', 'samping', 'oh', 'iya', 'gua', 'make', 'booster', 'pfizer', 'setengah', 'dosis', 'ml']","['review', 'jam', 'setelah', 'booster', 'mulai', 'ada', 'rasa', 'meriang', 'entah', 'karena', 'cuaca', 'yang', 'dingin', 'sekali', 'ini', 'atau', 'karena', 'sudah', 'mulai', 'ada', 'efek', 'samping', 'oh', 'iya', 'aku', 'membuat', 'booster', 'pfizer', 'setengah', 'dosis', 'ml']","['review', 'jam', 'booster', 'mulai', 'rasa', 'meriang', 'entah', 'cuaca', 'dingin', 'sekali', 'mulai', 'efek', 'samping', 'membuat', 'booster', 'pfizer', 'setengah', 'dosis', 'ml']","['review', 'jam', 'booster', 'mulai', 'rasa', 'meriang', 'entah', 'cuaca', 'dingin', 'sekali', 'mulai', 'efek', 'samping', 'buat', 'booster', 'pfizer', 'tengah', 'dosis', 'ml']","['review', 'jam', 'booster', 'mulai', 'rasa', 'meriang', 'entah', 'cuaca', 'dingin', 'sekali', 'mulai', 'efek', 'samping', 'membuat', 'booster', 'pfizer', 'setengah', 'dosis', 'ml']",[],[],[],review jam booster mulai rasa meriang entah cuaca dingin sekali mulai efek samping buat booster pfizer tengah dosis ml
positive,mari kita lihat apakah ada efek samping dari booster pfizer ini,,,,,,,mari kita lihat apakah ada efek samping dari booster pfizer ini,mari kita lihat apakah ada efek samping dari booster pfizer ini,"['mari', 'kita', 'lihat', 'apakah', 'ada', 'efek', 'samping', 'dari', 'booster', 'pfizer', 'ini']","['mari', 'kita', 'lihat', 'apakah', 'ada', 'efek', 'samping', 'dari', 'booster', 'pfizer', 'ini']","['lihat', 'efek', 'samping', 'booster', 'pfizer']","['lihat', 'efek', 'samping', 'booster', 'pfizer']","['lihat', 'efek', 'samping', 'booster', 'pfizer']",[],[],[],lihat efek samping booster pfizer
positive,"kalo ayahku yg booster moderna meriang hari, tapi kalo langsung minum paracetamol yg dibawain habis vaksin efek ga ga separah yg baru minum pas panasnya muncul. aku baru besok ngikut yg pfizer, katanya yg udah cuma pegel aja",,,,,,,kalo ayahku yg booster moderna meriang hari tapi kalo langsung minum paracetamol yg dibawain habis vaksin efek ga ga separah yg baru minum pas panasnya muncul aku baru besok ngikut yg pfizer katanya yg udah cuma pegel aja,kalo ayahku yg booster moderna meriang hari tapi kalo langsung minum paracetamol yg dibawain habis vaksin efek ga ga separah yg baru minum pas panasnya muncul aku baru besok ngikut yg pfizer katanya yg udah cuma pegel aja,"['kalo', 'ayahku', 'yg', 'booster', 'moderna', 'meriang', 'hari', 'tapi', 'kalo', 'langsung', 'minum', 'paracetamol', 'yg', 'dibawain', 'habis', 'vaksin', 'efek', 'ga', 'ga', 'separah', 'yg', 'baru', 'minum', 'pas', 'panasnya', 'muncul', 'aku', 'baru', 'besok', 'ngikut', 'yg', 'pfizer', 'katanya', 'yg', 'udah', 'cuma', 'pegel', 'aja']","['kalau', 'ayahku', 'yang', 'booster', 'moderna', 'meriang', 'hari', 'tapi', 'kalau', 'langsung', 'minum', 'paracetamol', 'yang', 'dibawakan', 'habis', 'vaksin', 'efek', 'tidak', 'tidak', 'separah', 'yang', 'baru', 'minum', 'saat', 'panasnya', 'muncul', 'aku', 'baru', 'besok', 'mengikuti', 'yang', 'pfizer', 'katanya', 'yang', 'sudah', 'hanya', 'pegal', 'saja']","['kalau', 'ayahku', 'booster', 'moderna', 'meriang', 'hari', 'kalau', 'langsung', 'minum', 'paracetamol', 'dibawakan', 'habis', 'vaksin', 'efek', 'separah', 'baru', 'minum', 'panasnya', 'muncul', 'baru', 'besok', 'mengikuti', 'pfizer', 'katanya', 'pegal']","['kalau', 'ayah', 'booster', 'moderna', 'meriang', 'hari', 'kalau', 'langsung', 'minum', 'paracetamol', 'bawa', 'habis', 'vaksin', 'efek', 'parah', 'baru', 'minum', 'panas', 'muncul', 'baru', 'besok', 'ikut', 'pfizer', 'kata', 'pegal']","['kalau', 'ayahku', 'booster', 'moderna', 'meriang', 'hari', 'kalau', 'langsung', 'minum', 'paracetamol', 'dibawakan', 'habis', 'vaksin', 'efek', 'separah', 'baru', 'minum', 'panasnya', 'muncul', 'baru', 'besok', 'mengikuti', 'pfizer', 'katanya', 'pegal']",[],[],[],kalau ayah booster moderna meriang hari kalau langsung minum paracetamol bawa habis vaksin efek parah baru minum panas muncul baru besok ikut pfizer kata pegal
positive,selamat booster kawan. hari itu sy booster pfizer. dose ; az. alhamdulillahh cuma efek ngantuk dan sakit tempat suntik. minum air kosong byk dan selalu berpikiran positif!,,,,,,,selamat booster kawan hari itu sy booster pfizer dose  az alhamdulillahh cuma efek ngantuk dan sakit tempat suntik minum air kosong byk dan selalu berpikiran positif,selamat booster kawan hari itu sy booster pfizer dose  az alhamdulillahh cuma efek ngantuk dan sakit tempat suntik minum air kosong byk dan selalu berpikiran positif,"['selamat', 'booster', 'kawan', 'hari', 'itu', 'sy', 'booster', 'pfizer', 'dose', 'az', 'alhamdulillahh', 'cuma', 'efek', 'ngantuk', 'dan', 'sakit', 'tempat', 'suntik', 'minum', 'air', 'kosong', 'byk', 'dan', 'selalu', 'berpikiran', 'positif']","['selamat', 'booster', 'kawan', 'hari', 'itu', 'saya', 'booster', 'pfizer', 'dosis', 'astrazeneca', 'alhamdulillahh', 'hanya', 'efek', 'mengantuk', 'dan', 'sakit', 'tempat', 'suntik', 'minum', 'air', 'kosong', 'banyak', 'dan', 'selalu', 'berpikiran', 'positif']","['selamat', 'booster', 'kawan', 'hari', 'booster', 'pfizer', 'dosis', 'astrazeneca', 'alhamdulillahh', 'efek', 'mengantuk', 'sakit', 'tempat', 'suntik', 'minum', 'air', 'kosong', 'banyak', 'selalu', 'berpikiran', 'positif']","['selamat', 'booster', 'kawan', 'hari', 'booster', 'pfizer', 'dosis', 'astrazeneca', 'alhamdulillahh', 'efek', 'antuk', 'sakit', 'tempat', 'suntik', 'minum', 'air', 'kosong', 'banyak', 'selalu', 'pikir', 'positif']","['selamat', 'booster', 'kawan', 'hari', 'booster', 'pfizer', 'dosis', 'astrazeneca', 'alhamdulillahh', 'efek', 'mengantuk', 'sakit', 'tempat', 'suntik', 'minum', 'air', 'kosong', 'banyak', 'selalu', 'berpikiran', 'positif']",[],[],[],selamat booster kawan hari booster pfizer dosis astrazeneca alhamdulillahh efek antuk sakit tempat suntik minum air kosong banyak selalu pikir positif
positive,bukannya az lebih kerasa efek sampingnya dari pada moderna dan pfizer ya?,,,,,,,bukannya az lebih kerasa efek sampingnya dari pada moderna dan pfizer ya,bukannya az lebih kerasa efek sampingnya dari pada moderna dan pfizer ya,"['bukannya', 'az', 'lebih', 'kerasa', 'efek', 'sampingnya', 'dari', 'pada', 'moderna', 'dan', 'pfizer', 'ya']","['bukannya', 'astrazeneca', 'lebih', 'terasa', 'efek', 'sampingnya', 'dari', 'pada', 'moderna', 'dan', 'pfizer', 'ya']","['bukannya', 'astrazeneca', 'lebih', 'terasa', 'efek', 'sampingnya', 'moderna', 'pfizer']","['bukan', 'astrazeneca', 'lebih', 'asa', 'efek', 'samping', 'moderna', 'pfizer']","['bukannya', 'astrazeneca', 'lebih', 'terasa', 'efek', 'sampingnya', 'moderna', 'pfizer']",[],[],[],bukan astrazeneca lebih asa efek samping moderna pfizer
negative,efek vaksin pfizer badan agak meriang dan bekas suntik masih pegel,,,,,,,efek vaksin pfizer badan agak meriang dan bekas suntik masih pegel,efek vaksin pfizer badan agak meriang dan bekas suntik masih pegel,"['efek', 'vaksin', 'pfizer', 'badan', 'agak', 'meriang', 'dan', 'bekas', 'suntik', 'masih', 'pegel']","['efek', 'vaksin', 'pfizer', 'badan', 'sedikit', 'meriang', 'dan', 'bekas', 'suntik', 'masih', 'pegal']","['efek', 'vaksin', 'pfizer', 'badan', 'sedikit', 'meriang', 'bekas', 'suntik', 'pegal']","['efek', 'vaksin', 'pfizer', 'badan', 'sedikit', 'meriang', 'bekas', 'suntik', 'pegal']","['efek', 'vaksin', 'pfizer', 'badan', 'sedikit', 'meriang', 'bekas', 'suntik', 'pegal']",[],[],[],efek vaksin pfizer badan sedikit meriang bekas suntik pegal
positive,"tadi pagi vaksin booster pfizer, habis vaksin lanjut ke kantor dan tetep puasa. belum ada efek apa sih sampai malam ini selain tangan yang bekas disuntik jd pegel banget.",,,,,,,tadi pagi vaksin booster pfizer habis vaksin lanjut ke kantor dan tetep puasa belum ada efek apa sih sampai malam ini selain tangan yang bekas disuntik jd pegel banget,tadi pagi vaksin booster pfizer habis vaksin lanjut ke kantor dan tetep puasa belum ada efek apa sih sampai malam ini selain tangan yang bekas disuntik jd pegel banget,"['tadi', 'pagi', 'vaksin', 'booster', 'pfizer', 'habis', 'vaksin', 'lanjut', 'ke', 'kantor', 'dan', 'tetep', 'puasa', 'belum', 'ada', 'efek', 'apa', 'sih', 'sampai', 'malam', 'ini', 'selain', 'tangan', 'yang', 'bekas', 'disuntik', 'jd', 'pegel', 'banget']","['tadi', 'pagi', 'vaksin', 'booster', 'pfizer', 'habis', 'vaksin', 'lanjut', 'ke', 'kantor', 'dan', 'tetap', 'puasa', 'belum', 'ada', 'efek', 'apa', 'sih', 'sampai', 'malam', 'ini', 'selain', 'tangan', 'yang', 'bekas', 'disuntik', 'jadi', 'pegal', 'sekali']","['tadi', 'pagi', 'vaksin', 'booster', 'pfizer', 'habis', 'vaksin', 'lanjut', 'kantor', 'tetap', 'puasa', 'efek', 'apa', 'malam', 'tangan', 'bekas', 'disuntik', 'jadi', 'pegal', 'sekali']","['tadi', 'pagi', 'vaksin', 'booster', 'pfizer', 'habis', 'vaksin', 'lanjut', 'kantor', 'tetap', 'puasa', 'efek', 'apa', 'malam', 'tangan', 'bekas', 'suntik', 'jadi', 'pegal', 'sekali']","['tadi', 'pagi', 'vaksin', 'booster', 'pfizer', 'habis', 'vaksin', 'lanjut', 'kantor', 'tetap', 'puasa', 'efek', 'apa', 'malam', 'tangan', 'bekas', 'disuntik', 'jadi', 'pegal', 'sekali']",[],[],[],tadi pagi vaksin booster pfizer habis vaksin lanjut kantor tetap puasa efek apa malam tangan bekas suntik jadi pegal sekali
positive,"booster pfizer, di lippo kemarin, ga ada efek apa selain nyeri",,,,,,,booster pfizer di lippo kemarin ga ada efek apa selain nyeri,booster pfizer di lippo kemarin ga ada efek apa selain nyeri,"['booster', 'pfizer', 'di', 'lippo', 'kemarin', 'ga', 'ada', 'efek', 'apa', 'selain', 'nyeri']","['booster', 'pfizer', 'di', 'lippo', 'kemarin', 'tidak', 'ada', 'efek', 'apa', 'selain', 'nyeri']","['booster', 'pfizer', 'lippo', 'kemarin', 'efek', 'apa', 'nyeri']","['booster', 'pfizer', 'lippo', 'kemarin', 'efek', 'apa', 'nyeri']","['booster', 'pfizer', 'lippo', 'kemarin', 'efek', 'apa', 'nyeri']",[],[],[],booster pfizer lippo kemarin efek apa nyeri
positive,"baca cuitan temen emang rata habis vaksin pfizer gitu si efeknya, ada efek yg aku itu berdoa jangan sampe ke aku efeknya yaitu jadi doyan makan itu yg aku hindari bgt soalnya semenjak vaksin dosis sinovac aja aku ngerasa pingin makan terus dan aku makin gendut",,,,,,,baca cuitan temen emang rata habis vaksin pfizer gitu si efeknya ada efek yg aku itu berdoa jangan sampe ke aku efeknya yaitu jadi doyan makan itu yg aku hindari bgt soalnya semenjak vaksin dosis sinovac aja aku ngerasa pingin makan terus dan aku makin gendut,baca cuitan temen emang rata habis vaksin pfizer gitu si efeknya ada efek yg aku itu berdoa jangan sampe ke aku efeknya yaitu jadi doyan makan itu yg aku hindari bgt soalnya semenjak vaksin dosis sinovac aja aku ngerasa pingin makan terus dan aku makin gendut,"['baca', 'cuitan', 'temen', 'emang', 'rata', 'habis', 'vaksin', 'pfizer', 'gitu', 'si', 'efeknya', 'ada', 'efek', 'yg', 'aku', 'itu', 'berdoa', 'jangan', 'sampe', 'ke', 'aku', 'efeknya', 'yaitu', 'jadi', 'doyan', 'makan', 'itu', 'yg', 'aku', 'hindari', 'bgt', 'soalnya', 'semenjak', 'vaksin', 'dosis', 'sinovac', 'aja', 'aku', 'ngerasa', 'pingin', 'makan', 'terus', 'dan', 'aku', 'makin', 'gendut']","['baca', 'cuitan', 'teman', 'memang', 'rata', 'habis', 'vaksin', 'pfizer', 'begitu', 'si', 'efeknya', 'ada', 'efek', 'yang', 'aku', 'itu', 'berdoa', 'jangan', 'sampai', 'ke', 'aku', 'efeknya', 'yaitu', 'jadi', 'nafsu', 'makan', 'itu', 'yang', 'aku', 'hindari', 'sekali', 'soalnya', 'semenjak', 'vaksin', 'dosis', 'sinovac', 'saja', 'aku', 'merasa', 'ingin', 'makan', 'terus', 'dan', 'aku', 'makin', 'gendut']","['baca', 'cuitan', 'teman', 'memang', 'rata', 'habis', 'vaksin', 'pfizer', 'efeknya', 'efek', 'berdoa', 'jangan', 'efeknya', 'jadi', 'nafsu', 'makan', 'hindari', 'sekali', 'soalnya', 'semenjak', 'vaksin', 'dosis', 'sinovac', 'merasa', 'makan', 'terus', 'makin', 'gendut']","['baca', 'cuit', 'teman', 'memang', 'rata', 'habis', 'vaksin', 'pfizer', 'efek', 'efek', 'doa', 'jangan', 'efek', 'jadi', 'nafsu', 'makan', 'hindar', 'sekali', 'soal', 'semenjak', 'vaksin', 'dosis', 'sinovac', 'rasa', 'makan', 'terus', 'makin', 'gendut']","['baca', 'cuitan', 'teman', 'memang', 'rata', 'habis', 'vaksin', 'pfizer', 'efeknya', 'efek', 'berdoa', 'jangan', 'efeknya', 'jadi', 'nafsu', 'makan', 'hindari', 'sekali', 'soalnya', 'semenjak', 'vaksin', 'dosis', 'sinovac', 'merasa', 'makan', 'terus', 'makin', 'gendut']",[],[],[],baca cuit teman memang rata habis vaksin pfizer efek efek doa jangan efek jadi nafsu makan hindar sekali soal semenjak vaksin dosis sinovac rasa makan terus makin gendut
negative,"efek vaksin pfizer sakit linu- linu nikmat,,,",,,,,,,efek vaksin pfizer sakit linu linu nikmat,efek vaksin pfizer sakit linu linu nikmat,"['efek', 'vaksin', 'pfizer', 'sakit', 'linu', 'linu', 'nikmat']","['efek', 'vaksin', 'pfizer', 'sakit', 'pegal', 'pegal', 'nikmat']","['efek', 'vaksin', 'pfizer', 'sakit', 'pegal', 'pegal', 'nikmat']","['efek', 'vaksin', 'pfizer', 'sakit', 'pegal', 'pegal', 'nikmat']","['efek', 'vaksin', 'pfizer', 'sakit', 'pegal', 'pegal', 'nikmat']",[],[],[],efek vaksin pfizer sakit pegal pegal nikmat
positive,efek vaksin pfizer: tidur jam,,,,,,,efek vaksin pfizer tidur jam,efek vaksin pfizer tidur jam,"['efek', 'vaksin', 'pfizer', 'tidur', 'jam']","['efek', 'vaksin', 'pfizer', 'tidur', 'jam']","['efek', 'vaksin', 'pfizer', 'tidur', 'jam']","['efek', 'vaksin', 'pfizer', 'tidur', 'jam']","['efek', 'vaksin', 'pfizer', 'tidur', 'jam']",[],[],[],efek vaksin pfizer tidur jam
positive,"hari ini vaksin booster, pfizer, dan belum merasakan efek apa- apa",,,,,,,hari ini vaksin booster pfizer dan belum merasakan efek apa apa,hari ini vaksin booster pfizer dan belum merasakan efek apa apa,"['hari', 'ini', 'vaksin', 'booster', 'pfizer', 'dan', 'belum', 'merasakan', 'efek', 'apa', 'apa']","['hari', 'ini', 'vaksin', 'booster', 'pfizer', 'dan', 'belum', 'merasakan', 'efek', 'apa', 'apa']","['hari', 'vaksin', 'booster', 'pfizer', 'merasakan', 'efek', 'apa', 'apa']","['hari', 'vaksin', 'booster', 'pfizer', 'rasa', 'efek', 'apa', 'apa']","['hari', 'vaksin', 'booster', 'pfizer', 'merasakan', 'efek', 'apa', 'apa']",[],[],[],hari vaksin booster pfizer rasa efek apa apa
